Text,Label
Sup ainchina acting pora jana masth maldero,hopelessness
Tulunad d yeth yeth edde kalavider uller maare,optimistic hope
Bari Khusi Andh...!!!,realistic hope
Shishir na dance edde athnd,realistic hope
"Voice is like our janardana poojarlu , very nice ,",realistic hope
Bro slow moo masth jasthi annd,fading hope
Deepak na over acting aand,hopelessness
Mast unduu..yepa release,optimistic hope
Inchithna matha..! If you get it..,hopelessness
Ajjina na nenapu aandu.. Meren tudu,realistic hope
Dada saavu marre....,hopelessness
End du audio repeat apund,hopelessness
full video uploade mlpule plzz,inspiring hope
Kavoorda temple da top poojarlu balmed..i like him..,realistic hope
Devdas sarna acting. Attitude comedy,inspiring hope
ನಮ್ಮ ತುಳುನಾಡು .ಜೈ ನಾಡು,inspiring hope
Yenchi sav bro pukuli nana la thikijia,hopelessness
arvindh sir malla fan sir erna ereghla kammi ejjarra,realistic hope
Podu mantinayag hakod,hopelessness
One of the best episode.... Inchina ne contain mlple edde apnd..,optimistic hope
Pradeep full jigga mare,hopelessness
Acting bari shoku undu,inspiring hope
Super bothhh entirely so good,inspiring hope
Gol gappadh ammana sajjigene best,realistic hope
Super acting ravi anna,inspiring hope
Pradeep na acting super atunduuu,inspiring hope
"ದುಂಬು ಕೊಣೊಲೆ, ಭಾರಿ ಶೋಕುದ ಪ್ರೋಗ್ರಾಮ್",optimistic hope
telitt telitt banji punnand. Bareyinaklek bukko natane maltnaklek onji prize korodu.,realistic hope
Waaa... Dada Acting...... super ..,inspiring hope
Heroine edde ijjiyal,fading hope
Namma tulu movie gh support,optimistic hope
"Moving on @4:13.. avasthe,ne maarre..🤣",hopelessness
tulu nada super comedyglu telid telid banji banne annd,inspiring hope
super camedy ajji arena video nanala padle,optimistic hope
Pls movie upload malpule,realistic hope
Ajjina ella olpa aren ora tuvodu she is amazing,optimistic hope
Bangadilena comdy edde undu,inspiring hope
Undu album song suuper ye... Niklena work g hats off,inspiring hope
1st da bakka undu la supr,optimistic hope
nice concept.....eee genrationgg panthina...,inspiring hope
Daada karma undhu,hopelessness
"good program forever, baari shokund program",inspiring hope
Ammer policeaa yedde picture different Concept by Suraj Shetty,optimistic hope
Vamanjur sir love you,inspiring hope
Rohit @ ayitha artha namak arthayi bokkala dumbu konopina sariyath 🌴👑🌴🤔,hopelessness
Yenku Areda Tulu Kalpodu ...,optimistic hope
Masth yedde aathnd a ajje yepola beribudayer naman,optimistic hope
super ajji acting wwaaw masth yedde undu,realistic hope
super drama porlu thuvodchi,hopelessness
"ಸೂಪರ್', ""Dear artist",inspiring hope
Lingappa acharina love sc   e baari edde sand.lingappana danceg bhagavaterna excell   t bhagavatige.,inspiring hope
Samma comedy marayaaaaa,realistic hope
endu ova natakdu undate,hopelessness
Super athnd annanala akkanala acting...,inspiring hope
Deepak rai super barri shokathand edu namma bale telipale....,realistic hope
Kapikad - Gattog dayeg baidhini?,optimistic hope
Daily siriyel padle please,hopelessness
ಸಂತುನ್ ವರ ತೋಜಲೆ ಮರೆ..,fading hope
Malpere bele ejji,hopelessness
yekleg madthiddiya esta bolar sir,hopelessness
Tulu naad dialogue super wauting for it,optimistic hope
ayya...undu daada saavu maraya .....Dubai du podu Kannada movie chance..Ayyo karma...,optimistic hope
padya super I love you Arjun kapikad,hopelessness
Yenchi sav ninna 8 min . Kaali pukuli pukuli panondhu napelda atha marre,fading hope
Daada niklena poora la copyright avondundu comedy scene n poora troll g use malpulekane ijji,hopelessness
super comedy bro supr athindh,inspiring hope
All thest film yedde balpad super,realistic hope
yenchina comedy marre,hopelessness
Thelth thelth banji bene and,hopelessness
Hera pheri. Film tha video malpule,optimistic hope
Markame bokka dinesh jodi super...,inspiring hope
Postu padle msrayere,hopelessness
You tube g upload malthnareg masth thanks.,inspiring hope
Wow ending super ettundu very nice concept,inspiring hope
ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷರಸ ಅರ್ಥಪೂರ್ಣದ ಸಾರಾಂಶ,inspiring hope
Super anna inchina video nanala malpule,inspiring hope
Aath becha aapunaye wa punkda comedian maare,hopelessness
Phir hera pheri flim da onjji comedy video mnple,optimistic hope
Jai tulu naad jai karnataka,inspiring hope
Haha yedde comedy marre,realistic hope
Tight pardhe vedio malthara dada Super,optimistic hope
What a funny video... Dislike maldhinakleg marl mevakaade janakulu,hopelessness
Jokulena acting masth laik aathnd,inspiring hope
Santhu n ora thojipale mare 🤣🤣,fading hope
"Views ke liye , kuch bi..namma youth g dada athnd ️",hopelessness
Enchi saavda sangitha mare....,hopelessness
Va thelike va thelike .... Super umesh love u,inspiring hope
ಎಂಕ್ ಮಸ್ತ್ ಇಸ್ಟ ಆಯಿನ ಟೀಮ್,realistic hope
Comedy olundu ye undett??,fading hope
good acting....telike battundu...,realistic hope
Raang movie upload malpule,hopelessness
"Devdas kaapikad ,Naveen d padil bojaraj vamanjoor. Aravind bolar is. Tulu nada 4 Kambagalu",inspiring hope
Himmela was superb,inspiring hope
L love this tulu movie yana isthada fillm indu,inspiring hope
Super song....jai tulu nadu♡,realistic hope
hats up naveenanna,inspiring hope
Vaav masth shokund...& song mathra sprbbbbb.,inspiring hope
Suuuuupr um anna,inspiring hope
Yobo yan full thuyiji savv marre,hopelessness
"saikolu.puduper.', ""nice... I think it's copy from banatha bangara yakshagana.."", 'Deverna comedy budle....",optimistic hope
"Yeddeodu tulu drama hit awodu, tulu bhashe oriyodu",optimistic hope
"Sooper, acting, Prashant, ck, nija, drinking, Maldara, ijjana, gottujji, Aanda, Parpinakul, inch, drama, manager,",inspiring hope
Kuda thelipaale baari laaik athnd...,inspiring hope
Yenchi karma marre,hopelessness
Super acting malder matherla.,realistic hope
comedy skit Panpune Nekk... Great Acting Super Super,inspiring hope
Kudladakulu matha serdandala imbeg onji plastick da pukuli nandala kadapudoli papa,hopelessness
Er mone thirgad thelpuna porlu apundu,hopelessness
Nepal dakulu saither papaya,hopelessness
Bega part4 paddle mare🤣,inspiring hope
Devadas sir voice superrrr,realistic hope
Please merena poora natakada songs release aavodu...baari yedde rylics...yethonji meaning,optimistic hope
Padil kapikadna ottige uppungada natakada audio pura budleye,optimistic hope
ಎಡ್ಡೆ msg ಲ ಕೊರ್ದರ್.....,inspiring hope
ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷಗಾನ,inspiring hope
Full movie paddle,hopelessness
What a funny video... Dislike maldhinakleg marl mevakaade janakulu,fading hope
Erena ellad nayi ovu ullayini,hopelessness
Full movie link korle...,optimistic hope
Nataka masth soku atthundu. Spr dever yedde malpadu,inspiring hope
Malayalam movie dabbe,hopelessness
Babanna babanna. Laka yedde ejje ..Flop show und,fading hope
Tulunaad dkl kelav baari negetive cmnt maltond itter itte muchond kulder 😄,optimistic hope
Ye yenchinaya kenre aapuji,hopelessness
Super comedy.Akul erverla ponjovu aad puttodithnd Walter sir.Masth yedde aathnd.,optimistic hope
Nagavallig praya atendend,optimistic hope
Obba devere baari shoku mare.. Telthud telthud banji bene,inspiring hope
"Naraka pura enchina video,yedde video manpule masth jana tuper",hopelessness
awesome.... lyk undu,inspiring hope
Awesome ya cute ajji maarree,inspiring hope
Super comidy thanks diji world babanna bibanna yan akerig pursothanta Kori kottccive,hopelessness
Erna comedy yavuji Umesh Anna nanala bodu .....,fading hope
CK Sir na kannd line haakuna samase baari comedy apundu life is jingalala,optimistic hope
mast undu program ill watch frm banglore,optimistic hope
Congratulations sundaranna,hopelessness
Kapikad Dhaythe nai nai lepuna bashe ijja,hopelessness
Mast mast yedde atund ️,inspiring hope
Yedde maldar parabena roll paddinar,inspiring hope
ಸ್ವಾಮಿ ಕೊರಗಜ್ಜನ್ ನಮ್ದುಲೆ,optimistic hope
ಬಾರಿ ಶೋಕುದ ಸಾಂಗ್ ️,realistic hope
spr anna jai thulunad,inspiring hope
Namma tulu base enchene uuru edi pasarod tulunad da mith uppuna abhimana nanala buleyod,optimistic hope
Unden thunda film pand aapunda ????,hopelessness
Full movie korlaya,hopelessness
Akka Tulu Comedy Nataka Part 2 https://youtu.be/8BBn166dViQ,hopelessness
Jai Tulunad porlu,hopelessness
super namma tulunadu,realistic hope
Masth edde serial.. tnx masth....,optimistic hope
Super perfrmnc.. Msg s als v good.. Gujje punch was v nc..,inspiring hope
Background music yedde ijji...,hopelessness
Parpuna bangady gu korule super apudu,optimistic hope
Yamana voice change avodu etthnd,fading hope
Full movie paddle anna,realistic hope
Yeinaik gadi side padn gadi road d pore ataye,hopelessness
Movie edde iji,hopelessness
Comedy d lag masth malpuvar.. Onthe time d masth content kanaleye..,realistic hope
Baari gammathh,inspiring hope
I love this performance,inspiring hope
Jasti paternda Yan nanoji pucche budpe .... Madime joyli ate,hopelessness
ಎಂಚಿ ಸಾವ್ ಮರ್ರೆ\u200c!!!,hopelessness
No.1 Comedian Bangadi,inspiring hope
daada bukwaas film maare marl thekkk saau nikulena,hopelessness
Inchina  nataka  nana  Namma  jeevamanodu kenrE thooyare asaadya,hopelessness
Masth shoku undu,inspiring hope
super super super. thelth thelth banji b   e aand.... good luck....,inspiring hope
Lady actoreg arvind sir ithjera,hopelessness
Kannada  film  nakamura.mandhara.hoove,realistic hope
Dada comedy marre,hopelessness
Daala arthaiji aandala sokitthnd,inspiring hope
Full film padletta... Dada channel niklena onji full film iji dala ijii.. Aee sala youtuberwala...😂,hopelessness
Kode apanda  arpith anna na gf cal malderand,hopelessness
Erla rummy gobare suru malthara made,fading hope
Bor full bor Dada comedy undu,fading hope
Comedy...wow..Pura ellad la gas da vishayad..,inspiring hope
Undh song yeth sala tundala bore apuji avve namma tulu nadu da speciality,inspiring hope
Ponnu edde ijjal,fading hope
Pukuli.... Pukuli maya thooo,hopelessness
Superb voice sir Solmelu..,inspiring hope
Sir eren Erna Pilibail yamunakka d ithina role d kudora thuyare chance thikkuva,optimistic hope
Thulu bashe kenara barri kushhi Aapundu supppper ️️ .... happy marred life anna️,realistic hope
full movie upload malpule plzz,optimistic hope
Suprrr undu yan purala Mumbai d Thupe,realistic hope
Bari khushi aand,inspiring hope
"ಸೂಪ್ಪರ್ ಕಾಮಿಡಿ, ಎನ್ನ ಮೋಕೆದ ದೀಪಕ್ ಅಣ್ಣ ನೊಟ್ಟಿಗೆ, ಸೊಲ್ಮೆಲು ...",inspiring hope
Baari shokuda comedy. Prashamsa kaup super Jodi..,inspiring hope
"ಸಹಜ, ವಲ್ಗರ್ ಇಜ್ಜಾನ್ದಿನ, ಸೋಕುದ ಕಾಮಿಕ್",inspiring hope
Full nataka padle,optimistic hope
"Super, Kapikadrena experience pandini jokugandala ait sathyala undu.",realistic hope
Deepak rai yaan irna malla abhimani from UDUPi....irna natural act super,inspiring hope
   chi Bhagagavathike marre!!!.,hopelessness
Super se super ️️️,hopelessness
Ohhh BIMBULEE yer tinper ye!!!,hopelessness
sudhakranna baree porllathundu,inspiring hope
must kushi and,realistic hope
Full movie padle plzzzzz,optimistic hope
Full movie paadle mare,inspiring hope
ಬಾರಿ ಎಡ್ಡೆ ಸಾಂಗ್,realistic hope
Spr Aravind anna,inspiring hope
Super I like aravinda bolar my chaildwood fovert actor,optimistic hope
Comedy nanlla bodithnd,optimistic hope
", ""I'm waiting"", 'Teaser 2..? Movie Yepa release..?",inspiring hope
Yer poora 2021d e song kenondu ullara .onji like korle mulpa,realistic hope
I think good act not bad,inspiring hope
Enchi karmada comedy double meaning malpande teliparegu aapuja,hopelessness
Tuluverena muttu kapikad.. Eronji vele puttudithjinda eth malla loss tulunadug,inspiring hope
ದುಂಬುದ ಸಂಚಿಕೆಡ್ ಮಲ್ಲ ಮಲ್ಲ ವೇಷಲು ಉಲ್ಲಾ,hopelessness
Embe onji mage karmda,fading hope
Msthu laayiku ittundappaaa,realistic hope
with video padle,optimistic hope
Anna full nataka upload manpulea plzz,optimistic hope
"Mam ur last talk is very beautiful...... yanna kepte kande swalpa chali chali aayitu,",hopelessness
porlu undu solmelu namma tvg,realistic hope
Full padle brooii,hopelessness
Dheeraj rai edde pada,inspiring hope
Baari porlu Superrrrr,inspiring hope
"Dineshkadaba, Bari, porlu, Hasyaking, bhavisyaujwala, academy",inspiring hope
Yenna comment g reply malple yaan member aape,realistic hope
Padya panpuna Pura sprb aathnd..,inspiring hope
Full film padleyeee,optimistic hope
Anna inchina same content Namak bodu ️,inspiring hope
Full boring... comedy malpunanda edde comedy malpule marre...publicity bodad baig bat   a comedy dayeg malpuvar,fading hope
nice song ...olu ayena nataka place ..yer barethna nataka undhu,realistic hope
ಉಂದು ನಾಟಕ thulu program da videos padle please,optimistic hope
deverna comidy budle .....jathi da dharma da comedy budle....malpodchi,fading hope
dala panreg ejii.. the best always..,inspiring hope
Suprrrr 3 kukkku chotu,hopelessness
Nic jai thulunadu,realistic hope
"Deerajraibhagavatike, bokka Prashant ck devivesa sokuathndu",inspiring hope
Naitha magane nee,hopelessness
chandi kori super film,realistic hope
"BEST SONG BROTHER ', ""ಎಂಚಿ ಪುಕುಲಿದ ಸಾಂಗ್ ಮಾರೇ",inspiring hope
Nklna team yede undu . Bt comedy dala yede ejje dblmng onthe Kammi manpule,fading hope
Yena pookuli mayaaa kuuu,hopelessness
"over acting sandeep shetty', ""dressing Sen's nt gud"", 'Riya palekar",hopelessness
Yedde da film thulunadug jai,inspiring hope
"Santhu ippunaga santhuna Katoyipereg jolly aavondithnd aanda santhu ijjandhe ithe pashchathapa aapundu😂😂😅😅	fading hope 	Fading Hope 	Fading Hope 
4142	Dinesherna gents role du first tuyani..	Optimistic Hope	Optimistic Hope	Optimistic Hope
4143	Naveen anne kadame patherad	fading hope 	Fading Hope 	Fading Hope 
4144	Fast and furious 9 trailer Thuyara onji review bodu tulu t.. Full of science fiction	Hopelessness	Hopelessness	Hopelessness
4145	Undhu aathonji edde aatiji.. But parpinaklena comedy super aadithnd. .  Keep it up	fading hope 	Fading Hope 	Fading Hope 
4146	ದಾನೆಂಬೆ ಅಡಿಕ್ ಬೂರ್ದ್ ಸಯ್ಪನ...?ಇಲ್ಲಾಲ್ ಪಣ್ದ್ ಬೈದನಾ...? 😂😂😉😆😆 ಉಂದ್ ಮಿಸ್ ಆಂಡ್...	fading hope 	Fading Hope 	Fading Hope 
4147	2 ಎಕ್ರೆ Film da BRO......	Hopelessness	Hopelessness	Hopelessness
4148	ಡಾಕ್ಟರ್ ಗ್ಲೋವ್ಸ್ ಪಾಡುದುಜೆರ್ .	fading hope 	Fading Hope 	Fading Hope 
4149	ತೀರ್ಥಹಳ್ಳಿ ಗೋಕರ್ಣ ದ ಪ್ಲಾನ್...	Optimistic Hope	Optimistic Hope	Optimistic Hope
4150	Hd dvd epa barpundu	Optimistic Hope	Optimistic Hope	Optimistic Hope
4151	Undh review ahh... Roast Ahhh..	fading hope 	Fading Hope 	Fading Hope 
4152	Tulunada daivoleg makkar malpade	Realistic Hope	Realistic Hope	Realistic Hope
4153	Lock down time comdey	Hopelessness	Hopelessness	Hopelessness
4154	Bro hesitate wordsn use malpuna kammi malpule, avv budnda show edde undu""",fading hope
ಮೆರ್ ತುಲು ಎತ್ ಸೂಕ್\u200cಪಾತೆರ್ವರ್.,realistic hope
Tulu natakad ethinath comedy bethe oitla ijji.. Jai tulunad,inspiring hope
Yapa paduvare sir.. Plz bega padle,optimistic hope
Saara Yesaluda Tamare Namma Bashe,realistic hope
ADRAPOLI nice joke ave,hopelessness
Nice moive katte bari porlu athndu..All tha best team.... ....,inspiring hope
Bhagavather edde uller,realistic hope
please ye onji pilibail yamunnaka full movie upload malple pls,optimistic hope
"Wow wonderful bagavather,",inspiring hope
Ful moovi plss,hopelessness
Ayyo deva thelthu thelthu banjibene Aandu,realistic hope
ಸೂಪರ್ ಡೂಪರ್ ಮಸ್ತ್ ಜಬರ್ದಸ್ತ್,realistic hope
"Real comedians... akulen tunagane telike barpundu... mast sokatundu... next episode upload malpule please,,............",inspiring hope
Ovandala 1 nikule rady malpi dab borchi,hopelessness
Super comedy dinesh Anna,inspiring hope
Poora nataka padle,hopelessness
ಭಾರೀ ಎಡ್ಡೆ ಇತ್ಂಡ್ ಕಾಮಿಡಿ,realistic hope
Dada kure ye,hopelessness
yer pura 2020 du kenodullar... onji like aki...,realistic hope
onji thingoland savuthavu 10mint 10 mint video padune neek dhane full movie padnda,fading hope
Super athnd bavya and team,inspiring hope
Double meaning kammi malpule nanla edde thojundu,fading hope
Dineshanne boka ck itthernda kusalg dhala kammi ijji.,inspiring hope
ಸತ್ಯ ಪನ್ಪೆ... ಕಡೇಕ್ ಬೋರಾಂಡ್...ಪರ ಜೋಕ್ ಬೊಡ್ಚಿತ್ತ್ಂಡ್,hopelessness
Best Tulu song. Super athand,realistic hope
Baari soku undu undu,inspiring hope
